word,reading,consensus_level,level_votes,family_level_votes,reference_sources,reference_families,support_count,candidate_type,example_meaning,relation_type,same_reading_current_forms,same_word_current_readings,jmdict_current_forms,jmdict_current_readings,jmdict_current_levels,jmdict_all_forms,jmdict_resolved,evidence_confidence,jmdict_exact_form_reading,jmdict_writing_common,jmdict_reading_common,jmdict_waller_levels,level_conflict_with_jmdict_waller,jmdict_tags,jmdict_pos,jmdict_gloss,quality_decision,priority,quality_reason,source_check_decision,source_check_reason,pinned_tc_meaning,publish_level,level_status
一人,いちにん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,one person,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,一任,ひとり,一人|独り,ひとり,N1|N5,いちにん|ひとり|一人|独り|１人,yes,SINGLE_SOURCE,yes,yes,no,N5,yes,"esp. 一人, １人 | esp. 独り | uk:word usually written using kana alone | with neg. sentence",adv:adverb (fukushi)|n:noun (common) (futsuumeishi),one person; being alone; being by oneself; being single; being unmarried; by oneself,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
何時の間にか,いつのまにか,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,before one knows; unnoticed; unawares,same-reading-different-writing|same-jmdict-entry,いつの間にか,,いつの間にか,いつのまにか,N3,いつのまにか|いつの間にか|何時の間にか,yes,SINGLE_SOURCE,yes,yes,yes,N2,yes,,adv:adverb (fukushi),before one knows; before one becomes aware of; unnoticed; unawares,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
いやらしい,いやらしい,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,"unpleasant, disgusting, indecent",same-reading-different-writing|same-jmdict-entry,嫌らしい,,嫌らしい,いやらしい,N1,いやらしい|やらしい|厭らしい|嫌らしい,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,uk:word usually written using kana alone,adj-i:adjective (keiyoushi),unpleasant; disagreeable; nasty; lewd; lascivious; obscene,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
厭らしい,いやらしい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,lexical,"detestable, disagreeable",same-reading-different-writing|same-jmdict-entry,嫌らしい,,嫌らしい,いやらしい,N1,いやらしい|やらしい|厭らしい|嫌らしい,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,uk:word usually written using kana alone,adj-i:adjective (keiyoushi),unpleasant; disagreeable; nasty; lewd; lascivious; obscene,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
入口,いりくち,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,entrance; gate; approach,same-jmdict-entry,,,入り口,いりぐち,N4,いりくち|いりぐち|はいりくち|はいりぐち|入り口|入口|這入口,yes,SINGLE_SOURCE,yes,yes,no,N5,yes,,n:noun (common) (futsuumeishi),entrance; entry; gate; approach; mouth,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
員,いん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,member,same-reading-different-writing,印|韻,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,"n-suf:noun, used as a suffix|n:noun (common) (futsuumeishi)",member,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
受持ち,うけもち,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,负责,same-reading-different-writing|same-jmdict-entry,受け持ち,,受け持ち,うけもち,N2,うけもち|受け持ち|受持|受持ち,yes,SINGLE_SOURCE,yes,no,yes,,no,,adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi),charge (of something); matter in one's charge; (one's) assignment; (one's) job,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
埋まる,うずまる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to be buried; to be surrounded; to overflow,same-writing-different-reading|same-jmdict-entry,,うまる,埋まる,うまる,N2,うずまる|うまる|埋まる,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,v5r:Godan verb with 'ru' ending|vi:intransitive verb,to be buried; to be covered; to be surrounded; to overflow; to be crowded; to be filled,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
うぬぼれ,うぬぼれ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,"pretension, conceit, hubris",fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),conceit; vanity; pride; self-importance; egotism,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
自惚れ,うぬぼれ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,pretension; conceit; hubris,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),conceit; vanity; pride; self-importance; egotism,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
甘い,うまい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,delicious,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,うまい|上手い,あまい,うまい|上手い,うまい,N4,うまい|上手い|巧い|旨い|甘い|美い|美味い,yes,SINGLE_SOURCE,yes,no,yes,N4,yes,"esp. 上手い, 巧い | esp. 旨い | esp. 旨い, 美味い, 甘い | uk:word usually written using kana alone",adj-i:adjective (keiyoushi),"skillful; skilful; skilled; good; expert; clever (expression, trick, etc.)",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band; intended Traditional-Chinese learning sense explicitly pinned after source/JMdict comparison,好吃；美味,N1,estimated-conflict
海路,うみじ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,sea route,same-writing-different-reading|same-jmdict-entry,,かいろ,海路,かいろ,N1,うなじ|うみじ|かいろ|海路,yes,SINGLE_SOURCE,yes,yes,no,N1,no,,adv:adverb (fukushi)|n:noun (common) (futsuumeishi),sea route,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
梅干,うめぼし,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,dried plum,same-reading-different-writing|same-jmdict-entry,梅干し,,梅干し,うめぼし,N1,うめぼし|梅干|梅干し,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),umeboshi; pickled dried ume; pickled dried plum,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
園,えん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,garden (esp. man-made),same-reading-different-writing|same-writing-different-reading,円|塩|燕|縁|艶,その,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,abbr:abbreviation,"n-suf:noun, used as a suffix|n:noun (common) (futsuumeishi)",garden; orchard; park; plantation; kindergarten; nursery school,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
黄色,おうしょく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,yellow,same-writing-different-reading|same-jmdict-entry,,きいろ,黄色,きいろ,N5,おうしょく|きいろ|こうしょく|黄色,yes,SINGLE_SOURCE,yes,yes,no,N5,yes,,adj-na:adjectival nouns or quasi-adjectives (keiyodoshi)|adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi),yellow; amber,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
おおい,おおい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,kana/loanword,hey!,same-reading-different-writing|same-jmdict-entry,多い|覆い,,多い,おおい,N5,おおい|多い,yes,SINGLE_SOURCE,yes,yes,yes,N1|N5,no,from a distance,adj-i:adjective (keiyoushi)|int:interjection (kandoushi),many; numerous; a lot; large amount of; large quantity of; hey!; oi!; ahoy!,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band; intended Traditional-Chinese learning sense explicitly pinned after source/JMdict comparison,喂！；喂喂！（呼喊用）,N1,estimated-source-backed
おおげさ,おおげさ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,"grandiose, exaggerated",same-reading-different-writing|same-jmdict-entry,大げさ,,大げさ,おおげさ,N2,おおげさ|大げさ|大袈裟,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,adj-na:adjectival nouns or quasi-adjectives (keiyodoshi),exaggerated; overdone; overblown; hyperbolic; bombastic; grandiose,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
お蔭様で,おかげさまで,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,Thanks to god; thanks to you,same-reading-different-writing|same-jmdict-entry,おかげさまで|お陰様で,,おかげさまで|お陰様で,おかげさまで,N1|N2,おかげさまで|おかげ様で|お蔭様で|お陰さまで|お陰様で|御蔭様で|御陰様で,yes,SINGLE_SOURCE,yes,yes,yes,N2,yes,pol:polite (teineigo) language | uk:word usually written using kana alone,"exp:expressions (phrases, clauses, etc.)","thankfully; fortunately; luckily; by God's grace; under the gods' shadow; thanks to your (his, their, everyone's, etc.) kindness",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
落葉,おちば,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,fallen leaves,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,落ち葉,らくよう,落ち葉|落葉,おちば|らくよう,N1|N2,おちば|らくよう|落ち葉|落葉,yes,SINGLE_SOURCE,yes,no,yes,N1,no,,adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru,fallen leaves; leaf litter; falling leaves; leaf fall; dropping leaves; defoliation,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
